Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;H index;Total Docs. (2025);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
21830;29413;"Energy Studies Review";journal;"08434379";"McMaster University";No;No;0,202;Q4;7;6;5;425;8;5;1,60;70,83;11,11;0;Canada;Northern America;"McMaster University";"1991-1995, 2008, 2010-2016, 2020-2021, 2024-2025";"Economics and Econometrics (Q4); Energy (miscellaneous) (Q4); Environmental Engineering (Q4)";"Economics, Econometrics and Finance; Energy; Environmental Science"
21831;21101039613;"Epidemiologiya i Vaktsinoprofilaktika";journal;"20733046, 26190494";"Numikom";Yes;Yes;0,202;Q4;11;67;238;2105;183;236;0,80;31,42;62,75;0;Russian Federation;Eastern Europe;"Numikom";"2019-2025";"Epidemiology (Q4); Infectious Diseases (Q4); Public Health, Environmental and Occupational Health (Q4)";"Medicine"
21832;145041;"Informatik-Spektrum";journal;"1432122X, 01706012";"Springer Science and Business Media Deutschland GmbH";Yes;No;0,202;Q4;27;16;130;268;45;90;0,54;16,75;30,77;0;Germany;Western Europe;"Springer Science and Business Media Deutschland GmbH";"1985, 1987, 1999, 2005-2026";"Computer Science Applications (Q4); Information Systems (Q4)";"Computer Science"
21833;21100408192;"International Review of Management and Marketing";journal;"21464405";"Econjournals";Yes;No;0,202;Q4;25;245;114;13945;225;114;1,97;56,92;36,25;0;Turkey;Middle East;"Econjournals";"2015-2016, 2024-2026";"Business, Management and Accounting (miscellaneous) (Q4)";"Business, Management and Accounting"
21834;18200156709;"Journal of Engineering Science and Technology";journal;"18234690";"Taylor's University";Yes;No;0,202;Q4;49;331;1171;11170;1096;1171;0,86;33,75;38,44;0;Malaysia;Asiatic Region;"Taylor's University";"2009-2026";"Engineering (miscellaneous) (Q4)";"Engineering"
21835;21101194308;"Journal of Environmental Nanotechnology";journal;"22790748, 23195541";"Institute for Environmental Nanotechnology";No;No;0,202;Q4;8;230;235;7890;322;232;1,41;34,30;30,47;0;India;Asiatic Region;"Institute for Environmental Nanotechnology";"2022-2025";"Environmental Science (miscellaneous) (Q4); Materials Science (miscellaneous) (Q4)";"Environmental Science; Materials Science"
21836;19700186894;"Journal of GeoEngineering";journal;"19908326";"Taiwan Geotechnical Society";No;No;0,202;Q4;25;4;58;135;50;58;0,84;33,75;35,71;0;Taiwan;Asiatic Region;"Taiwan Geotechnical Society";"2006-2026";"Geotechnical Engineering and Engineering Geology (Q4)";"Earth and Planetary Sciences"
21837;19700175150;"Jundishapur Journal of Microbiology";journal;"20084161, 20083645";"Brieflands";Yes;No;0,202;Q4;49;72;216;2332;148;213;0,59;32,39;46,39;0;Netherlands;Western Europe;"Brieflands";"2009-2026";"Infectious Diseases (Q4); Microbiology (Q4); Microbiology (medical) (Q4)";"Immunology and Microbiology; Medicine"
21838;21101141749;"Kardiologie";journal;"27317129, 27317137";"Springer Medizin";No;No;0,202;Q4;21;57;180;1541;98;136;0,58;27,04;19,75;0;Germany;Western Europe;"Springer Medizin";"2022-2026";"Cardiology and Cardiovascular Medicine (Q4)";"Medicine"
21839;12100157102;"Mastozoologia Neotropical";journal;"16660536, 03279383";"SAREM Sociedad Argentina para el Estudio de los Mamiferos";Yes;Yes;0,202;Q4;24;21;77;985;45;69;0,53;46,90;37,29;0;Argentina;Latin America;"SAREM Sociedad Argentina para el Estudio de los Mamiferos";"2007-2026";"Animal Science and Zoology (Q4)";"Agricultural and Biological Sciences"
21840;21100411363;"Multimedia Manual of Cardiothoracic Surgery";journal;"18139175";"Oxford University Press";No;No;0,202;Q4;14;138;239;0;87;239;0,37;0,00;23,13;0;United Kingdom;Western Europe;"Oxford University Press";"2013-2026";"Medicine (miscellaneous) (Q4)";"Medicine"
21841;26141;"Parallel Processing Letters";journal;"1793642X, 01296264";"World Scientific";No;No;0,202;Q4;34;15;59;399;42;59;0,71;26,60;40,00;0;Singapore;Asiatic Region;"World Scientific";"1994-2026";"Hardware and Architecture (Q4); Software (Q4); Theoretical Computer Science (Q4)";"Computer Science; Mathematics"
21842;19700175030;"Rehabilitation Oncology";journal;"23812427, 21683808";"Lippincott Williams and Wilkins";No;No;0,202;Q4;19;27;95;874;40;68;0,52;32,37;77,06;0;United States;Northern America;"Lippincott Williams and Wilkins";"1988, 2007-2025";"Oncology (Q4); Oncology (nursing) (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Rehabilitation (Q4)";"Health Professions; Medicine; Nursing"
21843;21100943520;"Rutgers Business Review";journal;"24742376, 24746509";"Rutgers Business School";No;No;0,202;Q4;10;8;64;274;44;60;0,37;34,25;42,86;0;United States;Northern America;"Rutgers Business School";"2016-2025";"Business and International Management (Q4); Strategy and Management (Q4)";"Business, Management and Accounting"
21844;21101145499;"Slobozhanskyi Herald of Science and Sport";journal;"23116374, 19910177";"Kharkiv State Academy of Physical Culture";Yes;Yes;0,202;Q4;6;35;74;1034;71;74;1,11;29,54;35,92;0;Ukraine;Eastern Europe;"Kharkiv State Academy of Physical Culture";"2019-2025";"Education (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4)";"Health Professions; Social Sciences"
21845;21100897776;"Theory and Applications of Graphs";journal;"24709859";"Georgia Southern University";Yes;Yes;0,202;Q4;7;12;45;151;18;45;0,46;12,58;12,00;0;United States;Northern America;"Georgia Southern University";"2018-2025";"Discrete Mathematics and Combinatorics (Q4); Numerical Analysis (Q4); Theoretical Computer Science (Q4)";"Mathematics"
21846;21101338736;"VFAST Transactions on Software Engineering";journal;"24116246, 23093978";"VFAST Publisher";No;No;0,202;Q4;7;73;199;3078;207;199;1,17;42,16;32,36;0;Pakistan;Asiatic Region;"VFAST Publisher";"2021-2025";"Artificial Intelligence (Q4); Computer Science Applications (Q4); Computer Science (miscellaneous) (Q4); Software (Q4)";"Computer Science"
21847;21101198489;"Proceedings - International Conference on Advanced Computer Information Technologies, ACIT";conference and proceedings;"27705218, 27705226";"Institute of Electrical and Electronics Engineers";No;No;0,202;-;18;208;452;4449;395;442;0,84;21,39;36,18;0;United States;Northern America;"Institute of Electrical and Electronics Engineers";"2019-2025";"Artificial Intelligence; Computational Mathematics; Computer Networks and Communications; Computer Science Applications; Information Systems; Information Systems and Management; Modeling and Simulation";"Computer Science; Decision Sciences; Mathematics"
21848;21101188201;"System Safety: Human - Technical Facility - Environment";conference and proceedings;"26575450";"Sciendo";No;No;0,202;-;10;49;121;1240;103;118;0,97;25,31;43,48;0;Germany;Western Europe;"Sciendo";"2019-2025";"Business and International Management; Industrial and Manufacturing Engineering; Public Health, Environmental and Occupational Health; Safety, Risk, Reliability and Quality";"Business, Management and Accounting; Engineering; Medicine"
21849;5800209330;"South African Journal of African Languages";journal;"23051159, 02572117";"Routledge";No;No;0,201;Q1;15;79;134;2809;59;131;0,38;35,56;29,58;0;United Kingdom;Western Europe;"Routledge";"1996-2026";"Literature and Literary Theory (Q1); Linguistics and Language (Q2)";"Arts and Humanities; Social Sciences"
21850;21100788974;"Africa Review";journal;"09744061, 09744053";"Brill Academic Publishers";No;No;0,201;Q2;17;18;54;1088;51;54;0,52;60,44;24,14;0;Netherlands;Western Europe;"Brill Academic Publishers";"2009-2026";"History (Q2); Political Science and International Relations (Q3); Development (Q4)";"Arts and Humanities; Social Sciences"
21851;16885;"African and Asian Studies";journal;"15692108, 15692094";"Brill Academic Publishers";No;No;0,201;Q2;24;51;61;2732;48;59;0,81;53,57;30,49;0;Netherlands;Western Europe;"Brill Academic Publishers";"1966, 1971, 1975-1982, 1984-1988, 1990-1991, 1993-1994, 1996-2026";"History (Q2); Sociology and Political Science (Q3); Development (Q4)";"Arts and Humanities; Social Sciences"
21852;21101152759;"Anarchist Studies";journal;"09673393, 26338270";"Lawrence and Wishart";No;No;0,201;Q2;5;8;30;408;20;24;0,78;51,00;12,50;0;United Kingdom;Western Europe;"Lawrence and Wishart";"2019-2025";"History (Q2); Political Science and International Relations (Q3)";"Arts and Humanities; Social Sciences"
21853;17700154925;"Cesky Lid";journal;"00090794";"The Institute of Ethnology of the Czech Academy of Sciences, v.v.i.";Yes;Yes;0,201;Q2;9;13;60;685;20;56;0,38;52,69;60,00;0;Czech Republic;Eastern Europe;"The Institute of Ethnology of the Czech Academy of Sciences, v.v.i.";"2008-2025";"Arts and Humanities (miscellaneous) (Q2); Cultural Studies (Q2); Anthropology (Q3)";"Arts and Humanities; Social Sciences"
21854;21100202708;"Culture, Agriculture, Food and Environment";journal;"21539561, 21539553";"John Wiley &amp; Sons Inc.";No;No;0,201;Q2;21;11;35;473;42;28;1,47;43,00;66,67;0;United States;Northern America;"John Wiley &amp; Sons Inc.";"2011-2026";"Cultural Studies (Q2); Agricultural and Biological Sciences (miscellaneous) (Q3); Anthropology (Q3); Food Science (Q3)";"Agricultural and Biological Sciences; Social Sciences"
21855;7000153201;"Estudios Atacamenos";journal;"07181043, 07160925";"Universidad Catolica del Norte";Yes;Yes;0,201;Q2;26;8;51;598;25;51;0,30;74,75;21,43;0;Chile;Latin America;"Universidad Catolica del Norte";"2007-2025";"Archeology (Q2); Archeology (arts and humanities) (Q2); Cultural Studies (Q2); History (Q2); Anthropology (Q3)";"Arts and Humanities; Social Sciences"
21856;21100232823;"Imago Temporis - Medium Aevum";journal;"23407778, 18883931";"Consolidated Medieval Studies Research Group";Yes;Yes;0,201;Q2;9;0;45;0;7;45;0,17;0,00;0,00;0;Spain;Western Europe;"Consolidated Medieval Studies Research Group";"2011-2013, 2016-2018, 2020-2024";"History (Q2)";"Arts and Humanities"
21857;21100976124;"Journal of Aesthetics and Phenomenology";journal;"20539320, 20539339";"Taylor and Francis Ltd.";No;No;0,201;Q2;8;13;39;404;24;37;0,33;31,08;41,67;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2014-2025";"Philosophy (Q2)";"Arts and Humanities"
21858;37322;"Journal of Anthropological Research";journal;"00917710, 21533806";"University of Chicago Press";No;No;0,201;Q2;46;23;52;1064;34;47;0,67;46,26;47,62;0;United States;Northern America;"University of Chicago Press";"1976-1979, 1981-1983, 1991, 1993, 1996-2026";"Arts and Humanities (miscellaneous) (Q2); Anthropology (Q3)";"Arts and Humanities; Social Sciences"
21859;21101053580;"Journal of Psychosocial Studies";journal;"14786737";"Policy Press";No;No;0,201;Q2;8;20;68;495;52;59;0,84;24,75;58,33;0;United Kingdom;Western Europe;"Policy Press";"2019-2025";"Cultural Studies (Q2); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3); Social Psychology (Q4)";"Psychology; Social Sciences"
21860;21101230391;"Kairos (Croatia)";journal;"18464599, 18482511";"Biblical Institute";Yes;Yes;0,201;Q2;2;10;35;352;5;34;0,19;35,20;22,22;0;Croatia;Eastern Europe;"Biblical Institute";"2021-2025";"Religious Studies (Q2)";"Arts and Humanities"
21861;5800207551;"Lingvisticae Investigationes";journal;"03784169, 15699927";"John Benjamins Publishing Company";No;No;0,201;Q2;17;7;48;235;14;47;0,18;33,57;87,50;0;Netherlands;Western Europe;"John Benjamins Publishing Company";"1977-1997, 1999-2025";"Linguistics and Language (Q2)";"Social Sciences"
21862;21100863364;"Praxema";journal;"24089176, 23127899";"Tomsk State Pedagogical University";No;No;0,201;Q2;7;24;109;1014;20;109;0,21;42,25;60,53;0;Russian Federation;Eastern Europe;"Tomsk State Pedagogical University";"2018-2025";"Cultural Studies (Q2); Linguistics and Language (Q2)";"Social Sciences"
21863;5000155902;"Radical Philosophy";journal;"0300211X";"Radical Philosophy";No;No;0,201;Q2;30;14;48;507;58;17;1,43;36,21;0,00;0;United Kingdom;Western Europe;"Radical Philosophy";"2006-2016, 2019-2025";"Arts and Humanities (miscellaneous) (Q2); Philosophy (Q2); Social Sciences (miscellaneous) (Q3)";"Arts and Humanities; Social Sciences"
21864;21101149133;"Res Publica. Revista de Historia de las Ideas Politicas";journal;"15764184, 19896115";"Universidad Complutense Madrid";No;No;0,201;Q2;4;47;137;1343;24;128;0,17;28,57;28,26;0;Spain;Western Europe;"Universidad Complutense Madrid";"2019-2025";"Philosophy (Q2); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
21865;21100939985;"Advancements in Life Sciences";journal;"23105380";"The Running Line";Yes;No;0,201;Q3;14;115;355;4443;419;354;1,25;38,63;39,15;0;Pakistan;Asiatic Region;"The Running Line";"2019-2025";"Veterinary (miscellaneous) (Q3); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4)";"Biochemistry, Genetics and Molecular Biology; Veterinary"
21866;21100205933;"Agrarforschung Schweiz";journal;"16637909, 16637852";"Recherche agronomique suisse";No;No;0,201;Q3;12;23;73;424;17;73;0,27;18,43;34,62;0;Switzerland;Western Europe;"Recherche agronomique suisse";"2012-2026";"Food Science (Q3); Agronomy and Crop Science (Q4); Animal Science and Zoology (Q4); Horticulture (Q4); Pollution (Q4)";"Agricultural and Biological Sciences; Environmental Science"
21867;21100199522;"Bulletin of the Georgian National Academy of Sciences";journal;"01321447";"Georgian National Academy of Sciences";No;No;0,201;Q3;16;124;315;1668;84;309;0,24;13,45;43,41;0;Georgia;Eastern Europe;"Georgian National Academy of Sciences";"2011-2025";"Multidisciplinary (Q3)";"Multidisciplinary"
21868;21101247623;"Cronica Tributaria";journal;"26957566";"Instituto de Estudios Fiscales";Yes;Yes;0,201;Q3;4;27;81;686;13;63;0,19;25,41;35,71;0;Spain;Western Europe;"Instituto de Estudios Fiscales";"2019-2025";"Economics, Econometrics and Finance (miscellaneous) (Q3); Law (Q3); Accounting (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
21869;21100897722;"Cuadernos de Geografia: Revista Colombiana de Geografia";journal;"0121215X, 22565442";"Universidad Nacional de Colombia";Yes;Yes;0,201;Q3;10;43;92;2063;49;86;0,34;47,98;40,40;0;Colombia;Latin America;"Universidad Nacional de Colombia";"2018-2025";"Geography, Planning and Development (Q3); Earth and Planetary Sciences (miscellaneous) (Q4); Environmental Science (miscellaneous) (Q4)";"Earth and Planetary Sciences; Environmental Science; Social Sciences"
21870;21101020022;"Economic Horizons";journal;"1450863X, 22179232";"University of Kragujevac - Faculty of Economics";Yes;Yes;0,201;Q3;7;12;60;412;39;54;0,65;34,33;54,55;0;Serbia;Eastern Europe;"University of Kragujevac - Faculty of Economics";"2019-2025";"Economics, Econometrics and Finance (miscellaneous) (Q3); Business, Management and Accounting (miscellaneous) (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
21871;19700169972;"Ensayos Sobre Politica Economica";journal;"01204483, 26651327";"Banco de la Republica";Yes;No;0,201;Q3;12;3;5;426;5;4;1,00;142,00;33,33;2;Colombia;Latin America;"Banco de la Republica";"2009-2025";"Political Science and International Relations (Q3); Economics and Econometrics (Q4)";"Economics, Econometrics and Finance; Social Sciences"
21872;21101033241;"ESARDA Bulletin";journal;"03923029, 19775296";"Publications Office of the European Union";No;No;0,201;Q3;6;3;20;92;7;20;0,36;30,67;52,94;0;Italy;Western Europe;"Publications Office of the European Union";"2017-2025";"Safety, Risk, Reliability and Quality (Q3); Applied Mathematics (Q4); Nuclear and High Energy Physics (Q4); Nuclear Energy and Engineering (Q4)";"Energy; Engineering; Mathematics; Physics and Astronomy"
21873;21101241254;"Experimental and Theoretical Nanotechnology";journal;"25904132";"University of Djillali Liabes Sidi Bel Abbes";No;No;0,201;Q3;8;65;35;2153;121;35;6,00;33,12;49,62;0;Algeria;Africa;"University of Djillali Liabes Sidi Bel Abbes";"2022-2026";"Biochemistry (medical) (Q3)";"Medicine"
21874;18633;"Herba Polonica";journal;"24498343, 00180599";"Institute of Natural Fibres and Medicinal Plants - National Research Institute";Yes;Yes;0,201;Q3;14;26;73;1590;63;73;0,50;61,15;67,09;0;Poland;Eastern Europe;"Institute of Natural Fibres and Medicinal Plants - National Research Institute";"1973-1979, 2018-2025";"Complementary and Alternative Medicine (Q3); Ecology, Evolution, Behavior and Systematics (Q4); Pharmacology (Q4); Plant Science (Q4)";"Agricultural and Biological Sciences; Medicine; Pharmacology, Toxicology and Pharmaceutics"
21875;19900189254;"International Journal of Technology, Knowledge and Society";journal;"28350391, 18323669";"Common Ground Research Networks";No;No;0,201;Q3;11;22;18;1134;24;18;1,38;51,55;52,38;0;United States;Northern America;"Common Ground Research Networks";"2008-2014, 2016-2025";"Library and Information Sciences (Q3); Social Sciences (miscellaneous) (Q3); Computer Science Applications (Q4); Education (Q4); Engineering (miscellaneous) (Q4)";"Computer Science; Engineering; Social Sciences"
21876;57620;"Izvestiya Vysshikh Uchebnykh Zavedenii, Seriya Teknologiya Tekstil'noi Promyshlennosti";trade journal;"00213497";"Ivanovo State Polytechnic University";No;No;0,201;Q3;23;261;674;4938;447;674;0,77;18,92;54,56;0;Russian Federation;Eastern Europe;"Ivanovo State Polytechnic University";"1989-1993, 1995-2025";"Industrial and Manufacturing Engineering (Q3); Polymers and Plastics (Q3); Business, Management and Accounting (miscellaneous) (Q4)";"Business, Management and Accounting; Engineering; Materials Science"
21877;21101183722;"Journal of Risk Analysis and Crisis Response";journal;"22108505";"";Yes;Yes;0,201;Q3;6;40;78;2096;78;78;0,83;52,40;27,50;0;China;Asiatic Region;"";"2019-2025";"Economics, Econometrics and Finance (miscellaneous) (Q3); Information Systems and Management (Q3); Social Sciences (miscellaneous) (Q3); Decision Sciences (miscellaneous) (Q4); Environmental Science (miscellaneous) (Q4); Management Science and Operations Research (Q4); Safety Research (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Economics, Econometrics and Finance; Environmental Science; Social Sciences"
